indice_tiempo,region_de_destino,categoria_del_hotel,tarifa_media_diaria_en_usd,observaciones
2022-11-01,Cuyo,Total,70.79,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Córdoba,1 y 2 estrellas,35.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Córdoba,3 estrellas/boutiques/aparts,56.14,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Córdoba,4 y 5 estrellas,78.49,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Córdoba,Para Hoteles,64.79,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Córdoba,Total,56.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Litoral,1 y 2 estrellas,26.51,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Litoral,3 estrellas/boutiques/aparts,46.29,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Litoral,4 y 5 estrellas,108.12,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Litoral,Para Hoteles,44.39,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Litoral,Total,73.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Norte,1 y 2 estrellas,42.91,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Norte,3 estrellas/boutiques/aparts,63.04,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Norte,4 y 5 estrellas,96.85,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Norte,Para Hoteles,33.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Norte,Total,66.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Patagonia,1 y 2 estrellas,68.75,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Patagonia,3 estrellas/boutiques/aparts,83.96,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Patagonia,4 y 5 estrellas,143.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Patagonia,Para Hoteles,60.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-11-01,Patagonia,Total,95.81,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Buenos Aires,1 y 2 estrellas,42.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Buenos Aires,3 estrellas/boutiques/aparts,101.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Buenos Aires,4 y 5 estrellas,106.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Buenos Aires,Para Hoteles,54.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Buenos Aires,Total,76.82,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-12-01,CABA,3 estrellas/boutiques/aparts,77.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,CABA,4 y 5 estrellas,122.81,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-12-01,CABA,Total,95.61,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Cuyo,1 y 2 estrellas,41.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Cuyo,3 estrellas/boutiques/aparts,42.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Cuyo,4 y 5 estrellas,97.91,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Cuyo,Para Hoteles,37.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Cuyo,Total,59.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Córdoba,1 y 2 estrellas,36.3,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Córdoba,3 estrellas/boutiques/aparts,66.51,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Córdoba,4 y 5 estrellas,79.41,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Córdoba,Para Hoteles,76.94,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Córdoba,Total,64.45,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Litoral,1 y 2 estrellas,26.85,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Litoral,3 estrellas/boutiques/aparts,49.01,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Litoral,4 y 5 estrellas,101.91,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Litoral,Para Hoteles,39.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Litoral,Total,69.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Norte,1 y 2 estrellas,36.77,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Norte,3 estrellas/boutiques/aparts,56.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Norte,4 y 5 estrellas,93.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Norte,Para Hoteles,29.07,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Norte,Total,60.26,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Patagonia,1 y 2 estrellas,74.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Patagonia,3 estrellas/boutiques/aparts,85.44,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Patagonia,4 y 5 estrellas,171.91,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Patagonia,Para Hoteles,62.91,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2022-12-01,Patagonia,Total,101.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2023-01-01,Buenos Aires,1 y 2 estrellas,50.6,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Buenos Aires,3 estrellas/boutiques/aparts,136.28,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Buenos Aires,4 y 5 estrellas,156.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Buenos Aires,Para Hoteles,71.96,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Buenos Aires,Total,93.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,CABA,1 y 2 estrellas,41.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,CABA,3 estrellas/boutiques/aparts,70.65,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,CABA,4 y 5 estrellas,121.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,CABA,Para Hoteles,24.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,CABA,Total,90.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Cuyo,1 y 2 estrellas,44.67,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Cuyo,3 estrellas/boutiques/aparts,56.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Cuyo,4 y 5 estrellas,118.7,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Cuyo,Para Hoteles,55.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Cuyo,Total,72.42,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Córdoba,1 y 2 estrellas,52.71,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Córdoba,3 estrellas/boutiques/aparts,84.33,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Córdoba,4 y 5 estrellas,106.96,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Córdoba,Para Hoteles,85.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Córdoba,Total,78.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Litoral,1 y 2 estrellas,32.27,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Litoral,3 estrellas/boutiques/aparts,60.29,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Litoral,4 y 5 estrellas,109.12,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Litoral,Para Hoteles,47.99,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Litoral,Total,75.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Norte,1 y 2 estrellas,47.77,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Norte,3 estrellas/boutiques/aparts,67.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Norte,4 y 5 estrellas,133.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Norte,Para Hoteles,45.22,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Norte,Total,71.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Patagonia,1 y 2 estrellas,83.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Patagonia,3 estrellas/boutiques/aparts,98.26,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Patagonia,4 y 5 estrellas,187.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Patagonia,Para Hoteles,73.24,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-01-01,Patagonia,Total,110.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Buenos Aires,1 y 2 estrellas,48.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Buenos Aires,3 estrellas/boutiques/aparts,117.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Buenos Aires,4 y 5 estrellas,125.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Buenos Aires,Para Hoteles,57.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Buenos Aires,Total,78.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,CABA,1 y 2 estrellas,44.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,CABA,3 estrellas/boutiques/aparts,73.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,CABA,4 y 5 estrellas,123.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,CABA,Para Hoteles,26.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,CABA,Total,92.84,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Cuyo,1 y 2 estrellas,44.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Cuyo,3 estrellas/boutiques/aparts,55.39,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Cuyo,4 y 5 estrellas,126.38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Cuyo,Para Hoteles,52.22,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Cuyo,Total,72.36,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Córdoba,1 y 2 estrellas,49.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Córdoba,3 estrellas/boutiques/aparts,81.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Córdoba,4 y 5 estrellas,104.12,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Córdoba,Para Hoteles,81.14,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Córdoba,Total,75.36,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
2023-02-01,Litoral,1 y 2 estrellas,34.26,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio. Dato provisorio
