indice_tiempo,region_de_destino,categoria_del_hotel,ingresos_por_habitacion_disponible,observaciones
2017-09-01,CABA,4 y 5 estrellas,1185.4,""
2017-09-01,CABA,Para Hoteles,135.1,""
2017-09-01,CABA,Total,734.8,""
2017-09-01,Cuyo,1 y 2 estrellas,159.4,""
2017-09-01,Cuyo,3 estrellas/boutiques/aparts,386.3,""
2017-09-01,Cuyo,4 y 5 estrellas,883,""
2017-09-01,Cuyo,Para Hoteles,107,""
2017-09-01,Cuyo,Total,396.6,""
2017-09-01,Córdoba,1 y 2 estrellas,213.4,""
2017-09-01,Córdoba,3 estrellas/boutiques/aparts,337.5,""
2017-09-01,Córdoba,4 y 5 estrellas,686.8,""
2017-09-01,Córdoba,Para Hoteles,219.6,""
2017-09-01,Córdoba,Total,300.3,""
2017-09-01,Litoral,1 y 2 estrellas,213.5,""
2017-09-01,Litoral,3 estrellas/boutiques/aparts,403.9,""
2017-09-01,Litoral,4 y 5 estrellas,880.6,""
2017-09-01,Litoral,Para Hoteles,236.8,""
2017-09-01,Litoral,Total,477.5,""
2017-09-01,Norte,1 y 2 estrellas,262.7,""
2017-09-01,Norte,3 estrellas/boutiques/aparts,552.2,""
2017-09-01,Norte,4 y 5 estrellas,1069.2,""
2017-09-01,Norte,Para Hoteles,177.1,""
2017-09-01,Norte,Total,457.6,""
2017-09-01,Patagonia,1 y 2 estrellas,667.6,""
2017-09-01,Patagonia,3 estrellas/boutiques/aparts,846.7,""
2017-09-01,Patagonia,4 y 5 estrellas,1511.5,""
2017-09-01,Patagonia,Para Hoteles,300.1,""
2017-09-01,Patagonia,Total,780.1,""
2017-10-01,Buenos Aires,1 y 2 estrellas,147.7,""
2017-10-01,Buenos Aires,3 estrellas/boutiques/aparts,393.7,""
2017-10-01,Buenos Aires,4 y 5 estrellas,588.4,""
2017-10-01,Buenos Aires,Para Hoteles,191.6,""
2017-10-01,Buenos Aires,Total,311.8,""
2017-10-01,CABA,1 y 2 estrellas,316,""
2017-10-01,CABA,3 estrellas/boutiques/aparts,807,""
2017-10-01,CABA,4 y 5 estrellas,1466.4,""
2017-10-01,CABA,Para Hoteles,150.4,""
2017-10-01,CABA,Total,874.8,""
2017-10-01,Cuyo,1 y 2 estrellas,189.1,""
2017-10-01,Cuyo,3 estrellas/boutiques/aparts,477.4,""
2017-10-01,Cuyo,4 y 5 estrellas,882.2,""
2017-10-01,Cuyo,Para Hoteles,104.4,""
2017-10-01,Cuyo,Total,423.9,""
2017-10-01,Córdoba,1 y 2 estrellas,240.6,""
2017-10-01,Córdoba,3 estrellas/boutiques/aparts,385.2,""
2017-10-01,Córdoba,4 y 5 estrellas,690.8,""
2017-10-01,Córdoba,Para Hoteles,338,""
2017-10-01,Córdoba,Total,359.8,""
2017-10-01,Litoral,1 y 2 estrellas,207.2,""
2017-10-01,Litoral,3 estrellas/boutiques/aparts,422.7,""
2017-10-01,Litoral,4 y 5 estrellas,825.8,""
2017-10-01,Litoral,Para Hoteles,224.1,""
2017-10-01,Litoral,Total,457.7,""
2017-10-01,Norte,1 y 2 estrellas,222.9,""
2017-10-01,Norte,3 estrellas/boutiques/aparts,481,""
2017-10-01,Norte,4 y 5 estrellas,1014.4,""
2017-10-01,Norte,Para Hoteles,168.8,""
2017-10-01,Norte,Total,425,""
2017-10-01,Patagonia,1 y 2 estrellas,550.3,""
2017-10-01,Patagonia,3 estrellas/boutiques/aparts,818.2,""
2017-10-01,Patagonia,4 y 5 estrellas,1279.3,""
2017-10-01,Patagonia,Para Hoteles,272.6,""
2017-10-01,Patagonia,Total,689.3,""
2017-11-01,Buenos Aires,1 y 2 estrellas,146.2,""
2017-11-01,Buenos Aires,3 estrellas/boutiques/aparts,397.7,""
2017-11-01,Buenos Aires,4 y 5 estrellas,789.8,""
2017-11-01,Buenos Aires,Para Hoteles,219.2,""
2017-11-01,Buenos Aires,Total,351.6,""
2017-11-01,CABA,1 y 2 estrellas,368.3,""
2017-11-01,CABA,3 estrellas/boutiques/aparts,888.3,""
2017-11-01,CABA,4 y 5 estrellas,1641.1,""
2017-11-01,CABA,Para Hoteles,153.5,""
2017-11-01,CABA,Total,975.2,""
2017-11-01,Cuyo,1 y 2 estrellas,181,""
2017-11-01,Cuyo,3 estrellas/boutiques/aparts,431.2,""
2017-11-01,Cuyo,4 y 5 estrellas,950.3,""
2017-11-01,Cuyo,Para Hoteles,124.3,""
2017-11-01,Cuyo,Total,422.5,""
2017-11-01,Córdoba,1 y 2 estrellas,267.7,""
2017-11-01,Córdoba,3 estrellas/boutiques/aparts,397.3,""
2017-11-01,Córdoba,4 y 5 estrellas,721.3,""
2017-11-01,Córdoba,Para Hoteles,297,""
2017-11-01,Córdoba,Total,360.4,""
2017-11-01,Litoral,1 y 2 estrellas,235.7,""
2017-11-01,Litoral,3 estrellas/boutiques/aparts,437.5,""
2017-11-01,Litoral,4 y 5 estrellas,902.1,""
2017-11-01,Litoral,Para Hoteles,249,""
2017-11-01,Litoral,Total,500.5,""
2017-11-01,Norte,1 y 2 estrellas,195.3,""
2017-11-01,Norte,3 estrellas/boutiques/aparts,438.1,""
2017-11-01,Norte,4 y 5 estrellas,1012.1,""
2017-11-01,Norte,Para Hoteles,167.6,""
2017-11-01,Norte,Total,400.9,""
2017-11-01,Patagonia,1 y 2 estrellas,507.4,""
2017-11-01,Patagonia,3 estrellas/boutiques/aparts,871,""
2017-11-01,Patagonia,4 y 5 estrellas,1618.9,""
2017-11-01,Patagonia,Para Hoteles,345,""
2017-11-01,Patagonia,Total,788.7,""
2017-12-01,Buenos Aires,1 y 2 estrellas,203.2,""
2017-12-01,Buenos Aires,3 estrellas/boutiques/aparts,486.3,""
2017-12-01,Buenos Aires,4 y 5 estrellas,722.9,""
2017-12-01,Buenos Aires,Para Hoteles,263.1,""
2017-12-01,Buenos Aires,Total,384.5,""
2017-12-01,CABA,1 y 2 estrellas,313,""
2017-12-01,CABA,3 estrellas/boutiques/aparts,730.4,""
2017-12-01,CABA,4 y 5 estrellas,1349.3,""
2017-12-01,CABA,Para Hoteles,139.9,""
2017-12-01,CABA,Total,804,""
2017-12-01,Cuyo,1 y 2 estrellas,152.2,""
2017-12-01,Cuyo,3 estrellas/boutiques/aparts,332.9,""
2017-12-01,Cuyo,4 y 5 estrellas,602.4,""
2017-12-01,Cuyo,Para Hoteles,98.6,""
2017-12-01,Cuyo,Total,308.8,""
2017-12-01,Córdoba,1 y 2 estrellas,283.9,""
2017-12-01,Córdoba,3 estrellas/boutiques/aparts,435.6,""
2017-12-01,Córdoba,4 y 5 estrellas,654.1,""
2017-12-01,Córdoba,Para Hoteles,335.7,""
2017-12-01,Córdoba,Total,380.6,""
2017-12-01,Litoral,1 y 2 estrellas,229.3,""
2017-12-01,Litoral,3 estrellas/boutiques/aparts,389,""
2017-12-01,Litoral,4 y 5 estrellas,786.4,""
2017-12-01,Litoral,Para Hoteles,260.6,""
2017-12-01,Litoral,Total,454.1,""
2017-12-01,Norte,1 y 2 estrellas,137.9,""
2017-12-01,Norte,3 estrellas/boutiques/aparts,348.3,""
2017-12-01,Norte,4 y 5 estrellas,696.6,""
2017-12-01,Norte,Para Hoteles,136.1,""
2017-12-01,Norte,Total,299.7,""
2017-12-01,Patagonia,1 y 2 estrellas,493.3,""
2017-12-01,Patagonia,3 estrellas/boutiques/aparts,781.2,""
2017-12-01,Patagonia,4 y 5 estrellas,1600.2,""
2017-12-01,Patagonia,Para Hoteles,404.9,""
2017-12-01,Patagonia,Total,767.9,""
2018-01-01,Buenos Aires,1 y 2 estrellas,620.3,""
2018-01-01,Buenos Aires,3 estrellas/boutiques/aparts,1323.9,""
2018-01-01,Buenos Aires,4 y 5 estrellas,1559.2,""
2018-01-01,Buenos Aires,Para Hoteles,681.2,""
2018-01-01,Buenos Aires,Total,931.7,""
2018-01-01,CABA,1 y 2 estrellas,272,""
2018-01-01,CABA,3 estrellas/boutiques/aparts,643.5,""
2018-01-01,CABA,4 y 5 estrellas,1127.1,""
2018-01-01,CABA,Para Hoteles,143.4,""
2018-01-01,CABA,Total,694.8,""
2018-01-01,Cuyo,1 y 2 estrellas,222.7,""
2018-01-01,Cuyo,3 estrellas/boutiques/aparts,508.3,""
2018-01-01,Cuyo,4 y 5 estrellas,784.1,""
2018-01-01,Cuyo,Para Hoteles,325.5,""
2018-01-01,Cuyo,Total,468.7,""
2018-01-01,Córdoba,1 y 2 estrellas,737.4,""
2018-01-01,Córdoba,3 estrellas/boutiques/aparts,871,""
2018-01-01,Córdoba,4 y 5 estrellas,857.5,""
2018-01-01,Córdoba,Para Hoteles,1001.2,""
2018-01-01,Córdoba,Total,874.1,""
2018-01-01,Litoral,1 y 2 estrellas,268.5,""
2018-01-01,Litoral,3 estrellas/boutiques/aparts,502.2,""
2018-01-01,Litoral,4 y 5 estrellas,842.6,""
2018-01-01,Litoral,Para Hoteles,469.5,""
2018-01-01,Litoral,Total,562.4,""
2018-01-01,Norte,1 y 2 estrellas,251.3,""
2018-01-01,Norte,3 estrellas/boutiques/aparts,386.1,""
2018-01-01,Norte,4 y 5 estrellas,819.1,""
2018-01-01,Norte,Para Hoteles,213.6,""
2018-01-01,Norte,Total,381.4,""
2018-01-01,Patagonia,1 y 2 estrellas,894.3,""
2018-01-01,Patagonia,3 estrellas/boutiques/aparts,1215.1,""
2018-01-01,Patagonia,4 y 5 estrellas,2119,""
2018-01-01,Patagonia,Para Hoteles,734.3,""
2018-01-01,Patagonia,Total,1166.5,""
2018-02-01,Buenos Aires,1 y 2 estrellas,583.9,""
2018-02-01,Buenos Aires,3 estrellas/boutiques/aparts,1227.1,""
2018-02-01,Buenos Aires,4 y 5 estrellas,1409.1,""
2018-02-01,Buenos Aires,Para Hoteles,583.5,""
2018-02-01,Buenos Aires,Total,841.5,""
2018-02-01,CABA,1 y 2 estrellas,328.4,""
2018-02-01,CABA,3 estrellas/boutiques/aparts,730.4,""
2018-02-01,CABA,4 y 5 estrellas,1388,""
2018-02-01,CABA,Para Hoteles,165,""
2018-02-01,CABA,Total,836.5,""
2018-02-01,Cuyo,1 y 2 estrellas,262.9,""
2018-02-01,Cuyo,3 estrellas/boutiques/aparts,560.7,""
2018-02-01,Cuyo,4 y 5 estrellas,1071.8,""
2018-02-01,Cuyo,Para Hoteles,281.6,""
2018-02-01,Cuyo,Total,548.5,""
2018-02-01,Córdoba,1 y 2 estrellas,628,""
2018-02-01,Córdoba,3 estrellas/boutiques/aparts,862.4,""
2018-02-01,Córdoba,4 y 5 estrellas,918.8,""
2018-02-01,Córdoba,Para Hoteles,829.5,""
2018-02-01,Córdoba,Total,784.2,""
2018-02-01,Litoral,1 y 2 estrellas,310.9,""
2018-02-01,Litoral,3 estrellas/boutiques/aparts,529.1,""
2018-02-01,Litoral,4 y 5 estrellas,956,""
2018-02-01,Litoral,Para Hoteles,469.1,""
2018-02-01,Litoral,Total,609.6,""
2018-02-01,Norte,1 y 2 estrellas,270.7,""
2018-02-01,Norte,3 estrellas/boutiques/aparts,384.6,""
2018-02-01,Norte,4 y 5 estrellas,819.8,""
2018-02-01,Norte,Para Hoteles,256.6,""
2018-02-01,Norte,Total,401.8,""
2018-02-01,Patagonia,1 y 2 estrellas,857.7,""
2018-02-01,Patagonia,3 estrellas/boutiques/aparts,1095.9,""
2018-02-01,Patagonia,4 y 5 estrellas,2057.4,""
2018-02-01,Patagonia,Para Hoteles,704.9,""
2018-02-01,Patagonia,Total,1113.5,""
2018-03-01,Buenos Aires,1 y 2 estrellas,253.6,""
2018-03-01,Buenos Aires,3 estrellas/boutiques/aparts,736.1,""
2018-03-01,Buenos Aires,4 y 5 estrellas,792.6,""
2018-03-01,Buenos Aires,Para Hoteles,336.4,""
2018-03-01,Buenos Aires,Total,491.6,""
2018-03-01,CABA,1 y 2 estrellas,389,""
2018-03-01,CABA,3 estrellas/boutiques/aparts,879,""
2018-03-01,CABA,4 y 5 estrellas,1719.9,""
2018-03-01,CABA,Para Hoteles,184.4,""
2018-03-01,CABA,Total,1024.1,""
2018-03-01,Cuyo,1 y 2 estrellas,233.4,""
2018-03-01,Cuyo,3 estrellas/boutiques/aparts,521.1,""
2018-03-01,Cuyo,4 y 5 estrellas,1113.5,""
2018-03-01,Cuyo,Para Hoteles,148.5,""
2018-03-01,Cuyo,Total,506.2,""
2018-03-01,Córdoba,1 y 2 estrellas,442.8,""
2018-03-01,Córdoba,3 estrellas/boutiques/aparts,643.7,""
2018-03-01,Córdoba,4 y 5 estrellas,632.1,""
2018-03-01,Córdoba,Para Hoteles,474.2,""
2018-03-01,Córdoba,Total,524.9,""
2018-03-01,Litoral,1 y 2 estrellas,250.2,""
2018-03-01,Litoral,3 estrellas/boutiques/aparts,440.5,""
2018-03-01,Litoral,4 y 5 estrellas,896,""
2018-03-01,Litoral,Para Hoteles,320,""
2018-03-01,Litoral,Total,517.3,""
2018-03-01,Norte,1 y 2 estrellas,214.8,""
2018-03-01,Norte,3 estrellas/boutiques/aparts,427.6,""
2018-03-01,Norte,4 y 5 estrellas,847.5,""
2018-03-01,Norte,Para Hoteles,202.9,""
2018-03-01,Norte,Total,389,""
2018-03-01,Patagonia,1 y 2 estrellas,557.3,""
2018-03-01,Patagonia,3 estrellas/boutiques/aparts,881.7,""
2018-03-01,Patagonia,4 y 5 estrellas,1623.1,""
2018-03-01,Patagonia,Para Hoteles,402.8,""
2018-03-01,Patagonia,Total,823.6,""
2018-04-01,Buenos Aires,1 y 2 estrellas,162.3,""
2018-04-01,Buenos Aires,3 estrellas/boutiques/aparts,473.7,""
2018-04-01,Buenos Aires,4 y 5 estrellas,630,""
2018-04-01,Buenos Aires,Para Hoteles,170.8,""
2018-04-01,Buenos Aires,Total,331.5,""
2018-04-01,CABA,1 y 2 estrellas,401,""
2018-04-01,CABA,3 estrellas/boutiques/aparts,869,""
2018-04-01,CABA,4 y 5 estrellas,1635.7,""
2018-04-01,CABA,Para Hoteles,182.4,""
2018-04-01,CABA,Total,990.6,""
2018-04-01,Cuyo,1 y 2 estrellas,207.1,""
2018-04-01,Cuyo,3 estrellas/boutiques/aparts,471.9,""
2018-04-01,Cuyo,4 y 5 estrellas,956.5,""
2018-04-01,Cuyo,Para Hoteles,109.6,""
2018-04-01,Cuyo,Total,443.5,""
2018-04-01,Córdoba,1 y 2 estrellas,320.2,""
2018-04-01,Córdoba,3 estrellas/boutiques/aparts,514.6,""
2018-04-01,Córdoba,4 y 5 estrellas,674.7,""
2018-04-01,Córdoba,Para Hoteles,360,""
2018-04-01,Córdoba,Total,425.7,""
2018-04-01,Litoral,1 y 2 estrellas,248.3,""
2018-04-01,Litoral,3 estrellas/boutiques/aparts,548.8,""
2018-04-01,Litoral,4 y 5 estrellas,844.3,""
2018-04-01,Litoral,Para Hoteles,241.8,""
2018-04-01,Litoral,Total,514.5,""
2018-04-01,Norte,1 y 2 estrellas,279.3,""
2018-04-01,Norte,3 estrellas/boutiques/aparts,458.8,""
2018-04-01,Norte,4 y 5 estrellas,1054.9,""
2018-04-01,Norte,Para Hoteles,166.9,""
2018-04-01,Norte,Total,433,""
2018-04-01,Patagonia,1 y 2 estrellas,505,""
2018-04-01,Patagonia,3 estrellas/boutiques/aparts,674.4,""
2018-04-01,Patagonia,4 y 5 estrellas,1081.1,""
2018-04-01,Patagonia,Para Hoteles,249.7,""
2018-04-01,Patagonia,Total,595.5,""
2018-05-01,Buenos Aires,1 y 2 estrellas,106.2,""
2018-05-01,Buenos Aires,3 estrellas/boutiques/aparts,275.8,""
2018-05-01,Buenos Aires,4 y 5 estrellas,477.5,""
2018-05-01,Buenos Aires,Para Hoteles,122,""
2018-05-01,Buenos Aires,Total,223.8,""
2018-05-01,CABA,1 y 2 estrellas,396.4,""
2018-05-01,CABA,3 estrellas/boutiques/aparts,871.9,""
2018-05-01,CABA,4 y 5 estrellas,1521.6,""
2018-05-01,CABA,Para Hoteles,188,""
2018-05-01,CABA,Total,957.5,""
2018-05-01,Cuyo,1 y 2 estrellas,174.8,""
2018-05-01,Cuyo,3 estrellas/boutiques/aparts,379.2,""
2018-05-01,Cuyo,4 y 5 estrellas,951.8,""
2018-05-01,Cuyo,Para Hoteles,81.5,""
2018-05-01,Cuyo,Total,402.2,""
2018-05-01,Córdoba,1 y 2 estrellas,252,""
2018-05-01,Córdoba,3 estrellas/boutiques/aparts,401.3,""
2018-05-01,Córdoba,4 y 5 estrellas,646.7,""
2018-05-01,Córdoba,Para Hoteles,231.9,""
2018-05-01,Córdoba,Total,335.9,""
2018-05-01,Litoral,1 y 2 estrellas,281.3,""
2018-05-01,Litoral,3 estrellas/boutiques/aparts,545,""
2018-05-01,Litoral,4 y 5 estrellas,805.8,""
2018-05-01,Litoral,Para Hoteles,176.5,""
2018-05-01,Litoral,Total,487.3,""
2018-05-01,Norte,1 y 2 estrellas,228.1,""
2018-05-01,Norte,3 estrellas/boutiques/aparts,469.6,""
2018-05-01,Norte,4 y 5 estrellas,948,""
2018-05-01,Norte,Para Hoteles,129.9,""
2018-05-01,Norte,Total,388.2,""
2018-05-01,Patagonia,1 y 2 estrellas,387.6,""
2018-05-01,Patagonia,3 estrellas/boutiques/aparts,575.7,""
2018-05-01,Patagonia,4 y 5 estrellas,970.9,""
2018-05-01,Patagonia,Para Hoteles,182.4,""
2018-05-01,Patagonia,Total,509.7,""
2018-06-01,Buenos Aires,1 y 2 estrellas,96.9,""
2018-06-01,Buenos Aires,3 estrellas/boutiques/aparts,235,""
2018-06-01,Buenos Aires,4 y 5 estrellas,421.1,""
2018-06-01,Buenos Aires,Para Hoteles,118.4,""
2018-06-01,Buenos Aires,Total,198.3,""
2018-06-01,CABA,1 y 2 estrellas,414.5,""
2018-06-01,CABA,3 estrellas/boutiques/aparts,841.5,""
2018-06-01,CABA,4 y 5 estrellas,1442.7,""
2018-06-01,CABA,Para Hoteles,186.9,""
2018-06-01,CABA,Total,925.8,""
2018-06-01,Cuyo,1 y 2 estrellas,150.1,""
2018-06-01,Cuyo,3 estrellas/boutiques/aparts,349.6,""
2018-06-01,Cuyo,4 y 5 estrellas,863,""
2018-06-01,Cuyo,Para Hoteles,73,""
2018-06-01,Cuyo,Total,366.4,""
2018-06-01,Córdoba,1 y 2 estrellas,250.3,""
2018-06-01,Córdoba,3 estrellas/boutiques/aparts,359.8,""
2018-06-01,Córdoba,4 y 5 estrellas,625.9,""
2018-06-01,Córdoba,Para Hoteles,212.2,""
2018-06-01,Córdoba,Total,313.6,""
2018-06-01,Litoral,1 y 2 estrellas,282.3,""
2018-06-01,Litoral,3 estrellas/boutiques/aparts,569.6,""
2018-06-01,Litoral,4 y 5 estrellas,797.9,""
2018-06-01,Litoral,Para Hoteles,162.7,""
2018-06-01,Litoral,Total,488.5,""
2018-06-01,Norte,1 y 2 estrellas,232.9,""
2018-06-01,Norte,3 estrellas/boutiques/aparts,502.1,""
2018-06-01,Norte,4 y 5 estrellas,964,""
2018-06-01,Norte,Para Hoteles,120,""
2018-06-01,Norte,Total,399.2,""
2018-06-01,Patagonia,1 y 2 estrellas,425.8,""
2018-06-01,Patagonia,3 estrellas/boutiques/aparts,528,""
2018-06-01,Patagonia,4 y 5 estrellas,955.4,""
2018-06-01,Patagonia,Para Hoteles,170.7,""
2018-06-01,Patagonia,Total,485.1,""
2018-07-01,Buenos Aires,1 y 2 estrellas,151.1,""
2018-07-01,Buenos Aires,3 estrellas/boutiques/aparts,488.2,""
2018-07-01,Buenos Aires,4 y 5 estrellas,626,""
2018-07-01,Buenos Aires,Para Hoteles,216.8,""
2018-07-01,Buenos Aires,Total,351.6,""
2018-07-01,CABA,1 y 2 estrellas,523.4,""
2018-07-01,CABA,3 estrellas/boutiques/aparts,1066.1,""
2018-07-01,CABA,4 y 5 estrellas,1626.7,""
2018-07-01,CABA,Para Hoteles,222,""
2018-07-01,CABA,Total,1078.2,""
2018-07-01,Cuyo,1 y 2 estrellas,314,""
2018-07-01,Cuyo,3 estrellas/boutiques/aparts,674.8,""
2018-07-01,Cuyo,4 y 5 estrellas,1327.1,""
2018-07-01,Cuyo,Para Hoteles,211.2,""
2018-07-01,Cuyo,Total,655.2,""
2018-07-01,Córdoba,1 y 2 estrellas,374.7,""
2018-07-01,Córdoba,3 estrellas/boutiques/aparts,690.8,""
2018-07-01,Córdoba,4 y 5 estrellas,922.7,""
2018-07-01,Córdoba,Para Hoteles,707.6,""
2018-07-01,Córdoba,Total,635.1,""
2018-07-01,Litoral,1 y 2 estrellas,333.1,""
2018-07-01,Litoral,3 estrellas/boutiques/aparts,742,""
2018-07-01,Litoral,4 y 5 estrellas,1196.9,""
2018-07-01,Litoral,Para Hoteles,363.3,""
2018-07-01,Litoral,Total,716.6,""
2018-07-01,Norte,1 y 2 estrellas,518.9,""
2018-07-01,Norte,3 estrellas/boutiques/aparts,833.8,""
2018-07-01,Norte,4 y 5 estrellas,1599.9,""
2018-07-01,Norte,Para Hoteles,289.3,""
2018-07-01,Norte,Total,719.2,""
2018-07-01,Patagonia,1 y 2 estrellas,980,""
2018-07-01,Patagonia,3 estrellas/boutiques/aparts,1015.5,""
2018-07-01,Patagonia,4 y 5 estrellas,2384.9,""
2018-07-01,Patagonia,Para Hoteles,592.7,""
2018-07-01,Patagonia,Total,1156.7,""
2018-08-01,Buenos Aires,1 y 2 estrellas,142.5,""
2018-08-01,Buenos Aires,3 estrellas/boutiques/aparts,343,""
2018-08-01,Buenos Aires,4 y 5 estrellas,544.5,""
2018-08-01,Buenos Aires,Para Hoteles,153.8,""
2018-08-01,Buenos Aires,Total,275,""
2018-08-01,CABA,1 y 2 estrellas,479.5,""
2018-08-01,CABA,3 estrellas/boutiques/aparts,1060.7,""
2018-08-01,CABA,4 y 5 estrellas,1867.8,""
2018-08-01,CABA,Para Hoteles,229,""
2018-08-01,CABA,Total,1179.5,""
2018-08-01,Cuyo,1 y 2 estrellas,233.3,""
2018-08-01,Cuyo,3 estrellas/boutiques/aparts,478.3,""
2018-08-01,Cuyo,4 y 5 estrellas,1249.6,""
2018-08-01,Cuyo,Para Hoteles,97.9,""
2018-08-01,Cuyo,Total,533.2,""
2018-08-01,Córdoba,1 y 2 estrellas,249.5,""
2018-08-01,Córdoba,3 estrellas/boutiques/aparts,485.3,""
2018-08-01,Córdoba,4 y 5 estrellas,738.4,""
2018-08-01,Córdoba,Para Hoteles,298,""
2018-08-01,Córdoba,Total,383.3,""
2018-08-01,Litoral,1 y 2 estrellas,316.8,""
2018-08-01,Litoral,3 estrellas/boutiques/aparts,716.7,""
2018-08-01,Litoral,4 y 5 estrellas,1108.5,""
2018-08-01,Litoral,Para Hoteles,265.7,""
2018-08-01,Litoral,Total,656.7,""
2018-08-01,Norte,1 y 2 estrellas,398.3,""
2018-08-01,Norte,3 estrellas/boutiques/aparts,660.2,""
2018-08-01,Norte,4 y 5 estrellas,1331.8,""
2018-08-01,Norte,Para Hoteles,189.7,""
2018-08-01,Norte,Total,567.2,""
2018-08-01,Patagonia,1 y 2 estrellas,977.7,""
2018-08-01,Patagonia,3 estrellas/boutiques/aparts,927.3,""
2018-08-01,Patagonia,4 y 5 estrellas,1956.3,""
2018-08-01,Patagonia,Para Hoteles,467.1,""
2018-08-01,Patagonia,Total,994.6,""
2018-09-01,Buenos Aires,1 y 2 estrellas,160.8,""
2018-09-01,Buenos Aires,3 estrellas/boutiques/aparts,395.5,""
2018-09-01,Buenos Aires,4 y 5 estrellas,650.6,""
2018-09-01,Buenos Aires,Para Hoteles,198.8,""
2018-09-01,Buenos Aires,Total,323.7,""
2018-09-01,CABA,1 y 2 estrellas,522.3,""
2018-09-01,CABA,3 estrellas/boutiques/aparts,1330.4,""
2018-09-01,CABA,4 y 5 estrellas,2541.8,""
2018-09-01,CABA,Para Hoteles,218,""
2018-09-01,CABA,Total,1529.6,""
2018-09-01,Cuyo,1 y 2 estrellas,237.3,""
2018-09-01,Cuyo,3 estrellas/boutiques/aparts,550.6,""
2018-09-01,Cuyo,4 y 5 estrellas,1465.8,""
2018-09-01,Cuyo,Para Hoteles,111,""
2018-09-01,Cuyo,Total,611.1,""
2018-09-01,Córdoba,1 y 2 estrellas,254,""
2018-09-01,Córdoba,3 estrellas/boutiques/aparts,487.8,""
2018-09-01,Córdoba,4 y 5 estrellas,756.3,""
2018-09-01,Córdoba,Para Hoteles,295.7,""
2018-09-01,Córdoba,Total,385.1,""
2018-09-01,Litoral,1 y 2 estrellas,297,""
2018-09-01,Litoral,3 estrellas/boutiques/aparts,735,""
2018-09-01,Litoral,4 y 5 estrellas,1199.5,""
2018-09-01,Litoral,Para Hoteles,293,""
2018-09-01,Litoral,Total,692.1,""
2018-09-01,Norte,1 y 2 estrellas,364.7,""
2018-09-01,Norte,3 estrellas/boutiques/aparts,604.7,""
2018-09-01,Norte,4 y 5 estrellas,1377.1,""
2018-09-01,Norte,Para Hoteles,186,""
2018-09-01,Norte,Total,552,""
2018-09-01,Patagonia,1 y 2 estrellas,759.1,""
2018-09-01,Patagonia,3 estrellas/boutiques/aparts,1085.7,""
2018-09-01,Patagonia,4 y 5 estrellas,2403.8,""
2018-09-01,Patagonia,Para Hoteles,390.9,""
2018-09-01,Patagonia,Total,1083.5,""
2018-10-01,Buenos Aires,1 y 2 estrellas,183.2,""
2018-10-01,Buenos Aires,3 estrellas/boutiques/aparts,486,""
2018-10-01,Buenos Aires,4 y 5 estrellas,823.5,""
2018-10-01,Buenos Aires,Para Hoteles,195.1,""
2018-10-01,Buenos Aires,Total,383.4,""
2018-10-01,CABA,1 y 2 estrellas,544.9,""
2018-10-01,CABA,3 estrellas/boutiques/aparts,1569.9,""
2018-10-01,CABA,4 y 5 estrellas,3309.6,""
2018-10-01,CABA,Para Hoteles,227.7,""
2018-10-01,CABA,Total,1945.6,""
2018-10-01,Cuyo,1 y 2 estrellas,252.4,""
2018-10-01,Cuyo,3 estrellas/boutiques/aparts,584.4,""
2018-10-01,Cuyo,4 y 5 estrellas,1524.5,""
2018-10-01,Cuyo,Para Hoteles,140,""
2018-10-01,Cuyo,Total,633.9,""
2018-10-01,Córdoba,1 y 2 estrellas,326.8,""
2018-10-01,Córdoba,3 estrellas/boutiques/aparts,529.3,""
2018-10-01,Córdoba,4 y 5 estrellas,801.9,""
2018-10-01,Córdoba,Para Hoteles,476.6,""
2018-10-01,Córdoba,Total,480.6,""
2018-10-01,Litoral,1 y 2 estrellas,393,""
2018-10-01,Litoral,3 estrellas/boutiques/aparts,712.4,""
2018-10-01,Litoral,4 y 5 estrellas,1296,""
2018-10-01,Litoral,Para Hoteles,311.6,""
2018-10-01,Litoral,Total,732.8,""
2018-10-01,Norte,1 y 2 estrellas,327.3,""
2018-10-01,Norte,3 estrellas/boutiques/aparts,555.5,""
2018-10-01,Norte,4 y 5 estrellas,1371.3,""
2018-10-01,Norte,Para Hoteles,200,""
2018-10-01,Norte,Total,546.6,""
2018-10-01,Patagonia,1 y 2 estrellas,736.9,""
2018-10-01,Patagonia,3 estrellas/boutiques/aparts,928.1,""
2018-10-01,Patagonia,4 y 5 estrellas,2135.3,""
2018-10-01,Patagonia,Para Hoteles,358.8,""
2018-10-01,Patagonia,Total,974.2,""
2018-11-01,Buenos Aires,1 y 2 estrellas,168.5,""
2018-11-01,Buenos Aires,3 estrellas/boutiques/aparts,542.9,""
2018-11-01,Buenos Aires,4 y 5 estrellas,907.6,""
2018-11-01,Buenos Aires,Para Hoteles,228.1,""
2018-11-01,Buenos Aires,Total,418.1,""
2018-11-01,CABA,1 y 2 estrellas,584.2,""
2018-11-01,CABA,3 estrellas/boutiques/aparts,1753.4,""
2018-11-01,CABA,4 y 5 estrellas,3646.3,""
2018-11-01,CABA,Para Hoteles,278.5,""
2018-11-01,CABA,Total,2165.1,""
2018-11-01,Cuyo,1 y 2 estrellas,288.2,""
